br_code,supplier_code,item_Details,qty_value,supplier_name,item_Count,qty,rate_Details,rate_sum,total_sum,sr_no,Purchase_Order_no
503,S17213,[218893],[40],ZYDUS HEALTHCARE LIMITED,1,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",[20.7],10468.39,82.8,158,
503,S17264,"[201449, 201450, 201452, 201453, 201454, 201455, 201456, 201457, 201458, 201459, 203666, 205571, 205887, 205888, 205889, 208290, 208291, 212792, 212793, 216404]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 40, 40, 40, 4, 4, 40, 40, 40, 40, 4]",WIN MEDICARE,20,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[108.32, 178.07, 223.07, 389.89, 92.57, 166.15, 74.19, 78.43, 768.94, 138.9, 63.4, 116.0, 164.9, 177.17, 248.08, 96.4, 221.2, 203.5, 316.5, 922.86]",4748.54,18994.16,159,
503,S17995,"[200156, 200462, 200463, 200549, 200551, 200740, 200742, 200743, 200822, 200823, 201437, 201438, 201480, 201752, 201833, 202113, 202114, 202115, 202116, 202416, 202817, 202818, 202819, 202989, 203390]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 40, 40, 40, 4, 40]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[59.1, 12.3, 25.8, 44.7, 32.8, 17.2, 142.7, 76.8, 7.5, 11.8, 33.8, 46.6, 76.5, 151.1, 100.9, 78.4, 135.0, 29.5, 45.7, 109.35, 40.0, 108.0, 0.0, 350.36, 93.2]",16604.44,7316.44,160,
503,S17995,"[203914, 204173, 204174, 204263, 204264, 204265, 204266, 204267, 204268, 204269, 204352, 204353, 204604, 204619, 204620, 204675, 205008, 205009, 205208, 205209, 205448, 205449, 205521, 205522, 206078]","[4, 40, 40, 40, 40, 40, 40, 40, 40, 4, 4, 40, 40, 56, 56, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[97.07, 17.1, 16.0, 23.0, 28.6, 55.4, 23.0, 41.8, 59.6, 21.68, 83.52, 0.0, 61.7, 3.5, 6.44, 0.0, 183.2, 113.1, 140.8, 157.5, 29.6, 38.6, 23.8, 37.2, 86.79]",16604.44,5396.0,161,
503,S17995,"[206400, 206401, 206402, 206704, 206802, 206803, 207139, 207140, 207191, 207192, 207253, 207255, 207301, 207302, 207364, 207365, 207773, 207924, 207962, 207963, 208055, 208056, 208058, 208059, 208227]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 4, 4, 40, 40, 40, 40, 40, 40, 40]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[117.6, 171.6, 0.0, 62.4, 173.6, 115.7, 76.4, 248.2, 10.4, 40.5, 63.2, 36.8, 30.6, 81.0, 77.1, 126.64, 76.18, 115.71, 80.4, 142.1, 15.6, 26.2, 86.8, 59.8, 64.7]",16604.44,8396.92,162,
503,S17995,"[208663, 208664, 208675, 208676, 208737, 209006, 209007, 209171, 209172, 209173, 209174, 209175, 209177, 209418, 209419, 209420, 209469, 209528, 209549, 209838, 209839, 209840, 210057, 210127, 210144]","[40, 40, 40, 40, 40, 4, 4, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 4, 4, 40, 40, 40, 4, 40, 40]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[54.6, 39.9, 41.8, 31.2, 610.7, 377.14, 209.14, 28.0, 34.7, 60.4, 63.0, 0.0, 0.0, 54.5, 83.5, 154.7, 291.54, 119.57, 32.4, 44.4, 68.8, 84.2, 0.0, 27.3, 23.8]",16604.44,10141.16,163,
503,S17995,"[210145, 210399, 210400, 210401, 210646, 210647, 210648, 210649, 210650, 210715, 210782, 210998, 210999, 211000, 211001, 211593, 211594, 211595, 211596, 211597, 211598, 211605, 211606, 211607, 211986]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[28.7, 68.1, 110.6, 40.5, 33.3, 58.4, 96.4, 57.2, 99.6, 240.4, 34.1, 49.5, 71.4, 111.9, 145.9, 19.4, 28.8, 47.3, 47.2, 62.4, 76.8, 60.8, 33.3, 20.0, 23.4]",16604.44,6661.6,164,
503,S17995,"[211987, 212106, 212107, 212108, 212109, 212152, 212153, 212407, 212445, 212458, 212459, 212537, 212538, 212539, 212589, 212590, 212602, 212607, 212608, 212901, 213046, 213047, 213048, 213690, 213691]","[4, 4, 40, 40, 40, 40, 40, 4, 40, 4, 4, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[40.09, 100.93, 115.1, 220.7, 388.3, 28.4, 34.1, 48.2, 105.4, 19.34, 83.94, 102.2, 183.2, 57.9, 14.8, 18.1, 57.2, 9.2, 15.1, 127.9, 133.7, 41.8, 75.9, 6.8, 11.2]",16604.44,8158.0,165,
503,S17995,"[213692, 213693, 213694, 213799, 213800, 213885, 213886, 213887, 214665, 214672, 214682, 215088, 216374, 216709, 216711, 217316, 217346, 217526, 217591, 217622, 217623, 217710, 217783, 217930, 218002]","[40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 4, 4, 4, 40, 40, 4, 4, 40, 40, 40, 40, 24, 40, 40, 40]",SUN PHARMA DISTRIBUTORS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[17.2, 27.6, 35.4, 69.4, 127.9, 121.5, 84.8, 44.4, 0.0, 53.0, 85.1, 469.29, 402.52, 112.5, 146.6, 106.89, 172.29, 317.7, 180.0, 266.8, 133.5, 67.8, 71.3, 151.7, 57.8]",16604.44,13291.96,166,
503,S17995,"[218003, 218056, 218057, 218090, 218253, 218492, 218588, 218590, 218591, 218629, 218649, 218860, 218861, 218862, 219114]","[40, 40, 40, 40, 40, 4, 20, 40, 40, 4, 20, 40, 40, 40, 4]",SUN PHARMA DISTRIBUTORS LTD,15,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[36.1, 57.9, 103.4, 98.5, 96.4, 246.21, 105.5, 121.5, 79.1, 0.0, 99.35, 210.2, 115.7, 151.7, 242.36]",16604.44,7055.68,167,
503,S18013,"[201998, 202214, 202215, 202216, 202413, 202414, 202415, 202480, 202510, 202578, 202579, 202581, 202582, 202583, 203145, 203146, 203147, 203148, 203187, 203839, 204527, 205148, 205150, 205151, 205152]","[4, 16, 16, 16, 40, 40, 4, 40, 4, 40, 40, 40, 40, 4, 40, 40, 40, 40, 4, 40, 4, 4, 4, 4, 4]",SUN PHARMA DISTRIBUTORS LIMITED (RBX),25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[7.96, 260.36, 108.64, 129.2, 98.7, 109.4, 55.54, 45.8, 44.79, 14.1, 30.5, 98.4, 55.9, 9.9, 96.4, 31.5, 55.3, 99.6, 102.21, 0.0, 69.43, 55.93, 36.42, 106.16, 31.57]",8124.7,7014.84,168,
503,S18013,"[205242, 206639, 206643, 206644, 206702, 206703, 207989, 208128, 208130, 208132, 208134, 208138, 208139, 208140, 208142, 208143, 208144, 208145, 208146, 208147, 208148, 209789, 209836, 210779, 210963]","[4, 4, 4, 4, 40, 4, 40, 60, 60, 60, 60, 4, 40, 40, 4, 4, 4, 4, 4, 4, 4, 40, 40, 60, 60]",SUN PHARMA DISTRIBUTORS LIMITED (RBX),25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[96.43, 87.43, 147.54, 127.29, 52.7, 0.0, 151.7, 46.8, 26.4, 85.5, 79.35, 39.52, 169.7, 124.0, 38.88, 39.31, 33.48, 66.96, 21.26, 44.06, 66.96, 150.4, 44.4, 49.5, 107.4]",8124.7,7587.88,169,
503,S18013,"[210967, 210968, 211265, 211542, 211543, 211794, 211795, 211797, 211798, 211799, 211800, 211802, 212722, 212723, 213333, 213611, 213612, 213614, 213856, 213857, 213859, 214463, 214668, 214978, 214980]","[40, 40, 60, 40, 40, 4, 4, 40, 40, 40, 4, 4, 40, 40, 4, 40, 40, 4, 4, 4, 4, 60, 40, 4, 4]",SUN PHARMA DISTRIBUTORS LIMITED (RBX),25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[73.3, 115.1, 278.4, 110.6, 192.7, 67.5, 34.39, 147.9, 147.9, 266.8, 57.86, 81.64, 64.1, 114.4, 80.23, 38.6, 53.7, 0.0, 43.71, 66.86, 41.14, 182.55, 133.7, 38.57, 19.61]",8124.7,9805.04,170,
503,S18013,"[216546, 217182, 217687, 218060, 218061, 218299, 218338, 218786, 218968, 219086, 219106]","[20, 40, 40, 4, 40, 40, 24, 40, 4, 40, 40]",SUN PHARMA DISTRIBUTORS LIMITED (RBX),11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[138.85, 96.4, 59.1, 110.57, 417.9, 138.9, 417.84, 79.1, 202.5, 72.3, 289.3]",8124.7,8091.04,171,
503,S18658,"[200513, 200516, 201975, 203529, 204328, 204965, 204967, 205722, 205723, 205725, 206550, 207330, 208242, 208244, 208245, 208246, 209453, 209455, 210424, 212139, 212140, 212650, 212651, 212652, 215969]","[40, 56, 4, 40, 4, 40, 40, 4, 4, 4, 4, 40, 40, 40, 40, 40, 40, 40, 40, 24, 40, 40, 4, 4, 4]",CADILA PHARMACEUTICALS LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 64.96, 24.46, 0.0, 163.94, 25.1, 79.9, 115.11, 200.75, 95.63, 53.57, 69.8, 0.0, 0.0, 26.2, 31.8, 67.6, 49.9, 87.1, 27.96, 21.0, 32.6, 45.72, 97.01, 749.98]",2198.39,8520.36,172,
503,S18658,[218404],[40],CADILA PHARMACEUTICALS LTD,1,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",[68.3],2198.39,273.2,173,
503,S18953,"[201083, 201085, 201086, 202775, 202776, 203061, 204771, 205134, 207019, 207020, 211292, 212214, 212215, 212919, 212921, 212922, 212923, 217860]","[60, 4, 4, 4, 4, 4, 40, 40, 40, 60, 40, 4, 4, 40, 40, 40, 40, 56]",SANOFI INDIA LIMITED,18,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[8.55, 4.23, 0.0, 160.43, 641.73, 40.51, 87.1, 266.5, 37.7, 10.35, 0.0, 1016.49, 1659.41, 0.0, 0.0, 0.0, 0.0, 59.64]",3992.64,15970.56,174,
503,S19045,"[201434, 203682, 206782, 207832, 207834, 208528, 208529, 208530, 209665, 209808, 211932, 212974, 213643, 218155]","[40, 40, 4, 4, 4, 40, 40, 40, 4, 40, 40, 60, 4, 40]",MEHER LIFECARE PRIVATE LIMITED (BYCULLA),14,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[99.2, 9.0, 0.0, 59.27, 24.27, 6.8, 12.4, 89.9, 78.56, 28.7, 67.2, 0.0, 86.79, 8.9]",570.99,2283.96,175,
503,S19408,"[204350, 211583, 212239, 212240, 212241, 212242, 212243, 212244, 216398, 217274]","[40, 24, 40, 40, 40, 40, 40, 4, 56, 56]",NOVARTIS HEALTHCARE PRIVATE LIMITED,10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[25.6, 81.54, 8.0, 11.4, 25.9, 33.6, 17.5, 22.88, 212.52, 340.06]",779.0,3116.0,176,
503,S19892,"[200394, 200395, 200396, 202556, 202586, 205411, 205414, 206194, 207215, 207306, 207307, 208626, 214794]","[40, 40, 40, 40, 40, 40, 40, 4, 4, 40, 4, 4, 4]",MANKIND PHARMA LIMITED (SHEETAL),13,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[77.1, 0.0, 0.0, 10.9, 111.5, 21.0, 40.8, 0.0, 157.75, 22.6, 80.36, 0.0, 91.56]",613.57,2454.28,177,
503,S19893,"[203620, 206407]","[40, 28]",ENTERO HEALTHCARE SOLUTIONS PVT LTD,2,"[4, 4]","[39.5, 82.18]",121.68,486.72,178,
503,S20103,"[200818, 203112, 203113, 203115, 203207, 206486, 206487, 209748, 209749, 210365, 214944, 216368, 217739, 217740, 217742, 218345]","[4, 40, 40, 4, 40, 4, 4, 4, 4, 40, 4, 4, 4, 4, 4, 40]",ERIS LIFESCIENCES LIMITED (OAKNET),16,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[237.05, 92.9, 0.0, 0.0, 117.5, 42.77, 42.08, 42.04, 102.38, 46.3, 3.43, 0.0, 65.27, 105.46, 167.8, 50.6]",1115.58,4462.32,179,
503,S20218,"[200351, 203410, 207808, 212673, 218957]","[40, 40, 4, 4, 40]",WOCKHARDT LIMITED,5,"[4, 4, 4, 4, 4]","[0.0, 1.4, 69.26, 40.3, 0.0]",110.96000000000001,443.84,180,
503,S20238,"[204163, 204514, 204516, 204517, 208350, 214955]","[4, 40, 40, 4, 4, 4]",C G MARKETING PVT LT (PHARMA),6,"[4, 4, 4, 4, 4, 4]","[0.0, 13.6, 36.9, 121.4, 50.36, 34.29]",256.55,1026.2,181,
