br_code,supplier_code,item_Details,qty_value,supplier_name,item_Count,qty,rate_Details,rate_sum,total_sum,sr_no,Purchase_Order_no
503,S00021,"[209318, 216518]","[32, 4]",ARVIND DISTRIBUTORS,2,"[4, 4]","[0.0, 183.33]",183.33,733.32,1,
503,S00051,[212889],[4],DEV AGENCY (PUNE),1,[4],[0.0],0.0,0.0,2,
503,S00317,[212681],[4],A.P.ENTERPRISE (MALAD),1,[4],[64.02],64.02,256.08,3,
503,S00320,"[202078, 208395, 217373, 218985, 218990, 218991, 218993]","[4, 40, 40, 4, 4, 4, 4]",A V S PHARMA,7,"[4, 4, 4, 4, 4, 4, 4]","[39.7, 44.8, 75.2, 10.35, 0.0, 44.35, 0.0]",214.4,857.6,4,
503,S00339,"[200153, 200824, 200825, 201791, 202702, 202826, 204007, 204009, 204034, 204035, 204036, 204708, 205427, 206102, 206107, 206115, 206116, 206178, 206179, 207982, 207984, 208853, 208859, 208860, 208861]","[20, 4, 4, 60, 4, 40, 4, 40, 200, 4, 40, 4, 20, 4, 4, 4, 4, 40, 40, 20, 20, 4, 60, 60, 60]",ABBOTT INDIA LIMITED,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[1420.45, 31.24, 43.69, 7.5, 16.23, 63.0, 398.52, 545.1, 130.0, 21.17, 107.8, 228.0, 3134.8, 131.22, 117.09, 129.15, 365.14, 159.1, 231.0, 1420.45, 1420.45, 199.12, 0.0, 93.3, 155.55]",13750.93,42276.28,5,
503,S00339,"[213473, 213475, 213476, 214357, 215062, 215870, 217172, 218372]","[60, 60, 4, 40, 4, 20, 4, 4]",ABBOTT INDIA LIMITED,8,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[24.9, 0.0, 0.0, 107.6, 12.14, 1291.3, 1067.06, 678.86]",13750.93,12727.44,6,
503,S00559,"[203949, 207357, 210974, 210976, 211351, 211354, 211355, 211782, 212641, 218785]","[40, 40, 60, 60, 40, 4, 4, 40, 4, 40]",THE PAREL CHEMIST (INSIDE KEM HOSP),10,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[23.8, 99.9, 140.1, 99.9, 0.0, 4.54, 23.46, 55.7, 79.5, 176.9]",703.8,2815.2,7,
503,S00688,"[200005, 200018, 200991, 201430, 201485, 201706, 202163, 203106, 203107, 203108, 203109, 204108, 204109, 204477, 206259, 206784, 207818, 208270, 208455, 208992, 209133, 209476, 209768, 210030, 210031]","[16, 4, 40, 60, 4, 4, 40, 4, 4, 4, 4, 4, 4, 40, 40, 4, 40, 4, 40, 60, 40, 4, 4, 40, 4]",DOSHI BROTHERS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[5.96, 169.46, 81.3, 0.0, 86.86, 107.26, 102.8, 56.89, 68.1, 51.04, 77.71, 235.68, 235.68, 0.0, 49.1, 50.06, 9.7, 130.77, 109.9, 61.2, 0.0, 0.0, 58.63, 83.2, 85.96]",3419.77,7669.04,8,
503,S00688,"[210032, 210787, 211156, 211157, 211159, 211295, 211922, 212518, 212634, 212636, 212637, 212638, 213299, 213500, 213501, 213502, 213589, 213781, 213917, 213918, 214234, 214237, 214986, 216211, 217064]","[40, 40, 40, 40, 40, 16, 4, 40, 4, 4, 4, 4, 4, 4, 60, 40, 4, 4, 40, 4, 4, 40, 4, 4, 48]",DOSHI BROTHERS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[111.1, 10.1, 59.6, 74.5, 64.0, 7.16, 103.44, 0.0, 41.35, 47.8, 85.75, 87.08, 64.64, 58.99, 38.7, 27.6, 19.26, 0.0, 0.0, 71.04, 0.0, 12.8, 0.0, 71.89, 67.92]",3419.77,4498.88,9,
503,S00688,[217171],[4],DOSHI BROTHERS,1,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",[377.79],3419.77,1511.16,10,
503,S00755,"[200101, 200102, 202875, 202876, 202877, 203097, 203427, 203428, 203429, 203430, 204964, 205031, 205221, 205303, 206759, 207437, 208453, 208879, 208880, 208891, 210095, 210096, 210789, 210790, 210791]","[4, 4, 4, 4, 4, 4, 40, 4, 4, 40, 4, 40, 4, 4, 4, 4, 4, 40, 40, 40, 40, 40, 40, 40, 40]",GENERAL DRUG PVT LTD,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 74.46, 96.01, 38.56, 81.44, 119.18, 0.0, 54.53, 51.27, 32.9, 51.31, 10.7, 114.55, 148.61, 65.55, 96.48, 110.58, 0.0, 82.1, 45.0, 0.0, 0.0, 70.7, 90.6, 16.4]",1600.32,5803.72,11,
503,S00755,"[210792, 210793, 212147, 212968, 214924, 217225]","[40, 40, 4, 4, 4, 4]",GENERAL DRUG PVT LTD,6,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[30.5, 0.0, 0.0, 92.19, 26.7, 0.0]",1600.32,597.56,12,
503,S00870,"[200019, 200029, 200407, 200409, 200410, 200528, 200650, 200652, 200654, 200655, 200656, 200772, 200773, 200876, 200966, 201170, 201171, 201179, 201440, 201441, 201961, 201962, 201963, 201964, 202564]","[40, 4, 60, 40, 40, 40, 4, 4, 4, 40, 4, 40, 40, 40, 40, 40, 40, 120, 56, 56, 40, 40, 40, 40, 80]",HUMAN CARE PHARMACEUTICALS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[134.4, 76.94, 74.85, 0.0, 55.2, 7.4, 28.59, 0.0, 22.03, 0.0, 23.47, 10.4, 26.9, 17.0, 0.0, 0.0, 100.2, 111.0, 32.2, 20.3, 6.2, 10.2, 11.2, 28.7, 297.0]",8255.45,4376.72,13,
503,S00870,"[202565, 202873, 203059, 203099, 203100, 203344, 203555, 203655, 203665, 203738, 203739, 203741, 203870, 203887, 203890, 203893, 203968, 204329, 205164, 205935, 205936, 205937, 207047, 207048, 207100]","[40, 40, 40, 40, 40, 4, 40, 40, 40, 40, 40, 4, 40, 40, 40, 4, 40, 60, 40, 40, 4, 20, 40, 40, 40]",HUMAN CARE PHARMACEUTICALS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[276.7, 121.1, 75.3, 11.8, 16.4, 175.07, 45.8, 13.2, 11.9, 180.1, 211.3, 12.81, 0.0, 15.1, 15.1, 27.32, 30.5, 107.4, 316.1, 0.0, 64.88, 123.35, 81.5, 159.2, 11.0]",8255.45,8411.72,14,
503,S00870,"[207101, 207189, 207190, 207317, 207328, 207343, 207344, 207386, 208157, 208158, 208522, 208523, 208556, 208557, 208558, 208559, 208784, 208785, 210668, 210669, 210670, 210671, 211431, 211432, 211435]","[40, 60, 40, 40, 40, 40, 40, 40, 20, 4, 60, 60, 4, 4, 4, 4, 4, 40, 40, 40, 40, 40, 120, 60, 4]",HUMAN CARE PHARMACEUTICALS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[41.8, 0.0, 97.2, 14.9, 117.3, 84.9, 125.7, 0.0, 94.8, 115.53, 66.9, 111.15, 401.95, 278.32, 81.83, 260.88, 262.74, 154.4, 18.2, 27.1, 0.0, 48.2, 78.3, 89.1, 89.96]",8255.45,10644.64,15,
503,S00870,"[212172, 212173, 212208, 212209, 212313, 212343, 212344, 212345, 212391, 212393, 212521, 212563, 212564, 212566, 212664, 212676, 213026, 213054, 213055, 213331, 213491, 213934, 213936, 214594, 214596]","[4, 16, 40, 40, 40, 40, 40, 40, 40, 40, 56, 40, 40, 40, 40, 40, 60, 40, 40, 4, 40, 40, 4, 40, 40]",HUMAN CARE PHARMACEUTICALS,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[15.02, 0.0, 16.7, 0.0, 50.8, 0.0, 0.0, 0.0, 0.0, 18.9, 0.0, 30.2, 55.1, 110.8, 39.2, 16.0, 126.3, 36.3, 71.6, 36.45, 121.5, 12.3, 25.99, 26.5, 24.2]",8255.45,3335.44,16,
503,S00870,"[214597, 214603, 214612, 214795, 215090, 215092, 215094, 216466, 216467, 216740, 217224, 217974, 218196, 218197, 218776, 218801, 218837, 218896, 219070, 219071, 219072]","[40, 40, 40, 4, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40, 40]",HUMAN CARE PHARMACEUTICALS,21,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[42.5, 31.2, 18.2, 132.62, 0.0, 97.4, 175.6, 49.3, 94.6, 142.9, 120.7, 55.9, 59.0, 0.0, 79.4, 112.8, 74.5, 217.7, 0.0, 59.0, 0.0]",8255.45,6253.28,17,
503,S01036,"[204648, 206239, 208002, 214297, 217698, 217746]","[4, 4, 4, 40, 40, 40]",KISHOR ENTERPRISE,6,"[4, 4, 4, 4, 4, 4]","[76.73, 25.78, 85.86, 31.6, 25.4, 37.4]",282.77,1131.08,18,
503,S01069,"[200536, 201054, 207814, 207845, 208793, 210829, 211642, 211643, 211647, 213384, 213385, 215509, 215514, 215519, 215537, 215539, 216802]","[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]",KUNJAL SURGICALS & MEDICAL,17,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 2.95, 95.0, 16.5, 44.73, 34.15, 18.0, 12.0, 0.0, 2.11, 1.8, 13.25, 28.0, 16.5, 24.5, 22.0, 65.0]",396.49,1585.96,19,
503,S01260,"[209931, 210418]","[4, 4]",MODERN DRUG HOUSE,2,"[4, 4]","[325.0, 98.0]",423.0,1692.0,20,
503,S01264,"[200440, 200441, 200442, 200443, 200445, 200485, 200957, 201000, 201001, 201146, 201147, 201517, 201757, 203031, 203256, 203269, 203270, 203395, 203763, 204322, 204334, 204335, 204337, 204479, 204765]","[40, 40, 40, 4, 4, 4, 4, 56, 56, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 80, 40, 40, 4, 4, 40]",MOHAR MEDICAL AGENCIES,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[27.4, 35.3, 68.7, 31.77, 36.96, 0.0, 49.05, 27.3, 21.14, 31.59, 35.58, 779.56, 68.7, 0.0, 191.95, 39.86, 81.03, 93.44, 49.2, 31.8, 16.7, 34.6, 66.65, 91.34, 56.7]",13006.24,7865.28,21,
503,S01264,"[204766, 204767, 205028, 205029, 205033, 205140, 205144, 205184, 205185, 205387, 205536, 205687, 205688, 205689, 205772, 205930, 206133, 206138, 206139, 206690, 206896, 207207, 207247, 207263, 207264]","[120, 20, 4, 4, 40, 40, 40, 4, 4, 40, 40, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 40, 4, 4]",MOHAR MEDICAL AGENCIES,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[132.9, 44.55, 604.56, 0.0, 103.3, 6.4, 5.6, 32.01, 64.81, 0.0, 51.5, 61.64, 85.24, 34.1, 85.26, 392.45, 119.4, 404.63, 300.0, 66.18, 209.49, 42.7, 52.1, 21.84, 20.93]",13006.24,11766.36,22,
503,S01264,"[207487, 207488, 207752, 207863, 208282, 208283, 208571, 208576, 209337, 210351, 210676, 210677, 211065, 211067, 211069, 211070, 211424, 211469, 211528, 211579, 211580, 211945, 212246, 212305, 212306]","[40, 4, 40, 4, 4, 4, 40, 40, 4, 4, 4, 4, 4, 40, 40, 40, 4, 40, 60, 20, 20, 4, 4, 4, 4]",MOHAR MEDICAL AGENCIES,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[40.6, 28.19, 43.0, 58.13, 60.69, 36.5, 45.0, 57.0, 0.0, 24.25, 59.74, 17.07, 59.05, 120.3, 0.0, 150.2, 236.36, 74.3, 138.45, 47.95, 30.4, 97.47, 120.26, 1745.0, 1162.0]",13006.24,17807.64,23,
503,S01264,"[212427, 212429, 212492, 212493, 212495, 213077, 213079, 213105, 213107, 213308, 213309, 213311, 213415, 213648, 213786, 213815, 214800, 214964, 216042, 216703, 216704, 217403, 217404, 217918, 217919]","[40, 4, 4, 4, 4, 4, 4, 40, 40, 40, 4, 4, 4, 4, 40, 4, 4, 4, 4, 4, 120, 40, 40, 40, 40]",MOHAR MEDICAL AGENCIES,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[73.7, 65.79, 59.57, 72.14, 99.28, 26.25, 0.0, 64.6, 63.1, 53.0, 56.25, 66.12, 52.33, 68.7, 26.2, 41.7, 176.54, 52.96, 1173.3, 62.29, 262.2, 18.8, 37.2, 118.3, 198.4]",13006.24,11954.88,24,
503,S01264,"[218211, 218235, 218362]","[40, 40, 40]",MOHAR MEDICAL AGENCIES,3,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[545.2, 68.9, 43.6]",13006.24,2630.8,25,
503,S01289,"[201134, 202779, 202967, 202968, 205179, 205180, 205181, 205182, 206549, 214267, 214270]","[24, 4, 4, 4, 4, 4, 4, 4, 4, 40, 40]",N CHIMANLAL & CO PVT LTD,11,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[0.0, 101.47, 0.0, 47.78, 32.52, 72.9, 86.74, 47.02, 147.38, 0.0, 34.4]",570.21,2280.84,26,
503,S01326,"[202082, 206424, 207925, 207926, 210234, 211668, 211669, 213775, 216284]","[4, 4, 40, 4, 40, 4, 4, 40, 40]",NAYAK AGENCIES,9,"[4, 4, 4, 4, 4, 4, 4, 4, 4]","[31.22, 44.78, 5.2, 74.64, 32.6, 0.0, 65.83, 67.5, 29.9]",351.67,1406.68,27,
503,S01438,"[203938, 204926, 204927, 213497, 214182]","[40, 4, 4, 4, 40]",PADAM DISTRIBUTORS,5,"[4, 4, 4, 4, 4]","[101.8, 64.44, 64.44, 65.83, 37.7]",334.21,1336.84,28,
503,S01494,"[200045, 201067, 201279, 201331, 201491, 201492, 201493, 201495, 201498, 202330, 202331, 202332, 203021, 203022, 203029, 203273, 203370, 203615, 203643, 204481, 204502, 204503, 204669, 204890, 205002]","[4, 4, 80, 4, 4, 4, 4, 4, 4, 16, 16, 16, 40, 40, 4, 4, 4000, 4, 4, 4, 4, 4, 60, 4, 4]",PHARMA ASIA DISTRIBUTOR,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[96.98, 65.73, 8.2, 35.54, 3.7, 12.99, 16.62, 15.13, 26.71, 0.0, 0.0, 149.6, 76.4, 51.2, 97.01, 115.74, 300.0, 87.58, 56.31, 79.44, 109.48, 93.84, 111.9, 399.54, 125.18]",8260.94,8539.28,29,
503,S01494,"[205250, 205325, 205326, 205926, 205927, 205991, 206785, 206986, 207194, 207195, 207196, 207197, 207198, 207267, 207397, 207738, 207741, 207742, 209131, 209132, 209290, 209782, 209783, 209784, 209785]","[4, 4, 4, 4, 40, 4, 4, 40, 4, 4, 4, 4, 4, 40, 4, 4, 4, 4, 4, 4, 4, 40, 40, 40, 40]",PHARMA ASIA DISTRIBUTOR,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[100.1, 118.86, 96.98, 106.36, 34.4, 131.39, 73.66, 9.7, 93.84, 65.69, 131.39, 62.55, 112.6, 64.0, 112.6, 112.6, 79.88, 125.13, 127.5, 168.67, 43.02, 70.3, 0.0, 169.8, 160.2]",8260.94,9484.88,30,
503,S01494,"[209786, 209787, 209788, 209825, 210328, 210629, 210638, 211111, 211112, 211113, 211342, 211344, 211362, 211363, 211383, 211766, 211933, 212014, 212015, 212016, 212187, 212268, 212270, 212281, 212282]","[40, 4, 4, 4, 4, 4, 120, 4, 4, 120, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 40, 40]",PHARMA ASIA DISTRIBUTOR,25,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[276.4, 94.29, 0.0, 103.22, 81.34, 53.17, 112.5, 100.1, 83.71, 125.1, 112.6, 109.48, 0.0, 512.35, 78.38, 112.6, 75.08, 221.7, 54.17, 138.31, 73.77, 70.96, 78.44, 62.6, 140.8]",8260.94,11484.28,31,
503,S01494,"[212907, 213897, 213898, 213899, 213902, 213932, 214981, 215759, 216254, 216526, 216527, 218616]","[4, 20, 40, 20, 4, 40, 4, 4, 4, 40, 40, 120]",PHARMA ASIA DISTRIBUTOR,12,"[4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4, 4]","[62.56, 27.65, 99.3, 127.65, 98.17, 13.8, 65.51, 93.84, 91.25, 34.6, 38.1, 131.4]",8260.94,3535.32,32,
503,S01595,[211632],[4],R P PHARMA,1,[4],[50.0],50.0,200.0,33,
